Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2016,"11        ",Male,17,Right-Handed,176,28,176,1,Car,13,0.341,59,"Football (American)",950,1000,500,1000,800,1000,27,"Right foot",89,92,"Ring finger",September,Fall,No,No,Other,Tea,Other,5,10,4,"Yes - other","In person",75,80,20,2,4,5,15,0,5,3,5,4,33,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Other
USA,NY,2018,"12        ",Male,17,Right-Handed,180,29,,1,"Rail (Train/Tram/Subway)",60,.5,44,Basketball,749,412,599,904,535,652,30,"Left foot",90,95,"Ring finger",May,Fall,No,No,Pizza/Pasta,Water,Science,6,11,4,"Yes - broadband connection","Internet chat or instant messaging",240,270,10,1,14,8,9,2,3,3,5,2,0,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,"Education/Youth development"
USA,NC,2014,"12        ",Male,17,Right-Handed,172,26,167,1,Car,"10 ",.299,65,Basketball,5,5,5,5,950,980,26,"Same length",8,7,"Index finger",May,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",7,8,2,"Yes - broadband connection","Cell phone",20,20,25,1,1,5,10,0,20,20,2,10,40,10,"A lot","Graduate degree",Country,Invisibility,Famous,Friend,Health
USA,AR,2016,"7         ",Male,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2013,"7         ",Female,12,Ambidextrous,159,24,,1,"Rail (Train/Tram/Subway)",35,.447,53,Dancing,500,500,400,400,1000,1000,24,"Same length",30,50,"Same length",April,Summer,No,No,Desserts,Water,Music,9,12,4,"Yes - broadband connection","Text messaging",50,85,84,30,100,80,84,10,100,100,50,50,0,10,"A lot","Graduate degree",Pop,Telepathy,Rich,Relative,"Education/Youth development"
USA,FL,2019,"12        ",Male,17,Right-Handed,175,26,166,2,Car,25,0.759,51,Running/Jogging,900,900,900,900,250,300,26,"Same length",100,150,"Ring finger",December,Winter,Yes,No,Pizza/Pasta,"Sports drink",Science,7,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,30,60,2,6,5,13,2,10,5,25,2,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer","International aid"
USA,MN,2014,"7         ",Female,12,Right-Handed,159,25,165,1,Car,10,,,Gymnastics,,,,,,,25.3,"Left foot",106,110,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Water,,6,2,4,"Yes - broadband connection","Text messaging",30,31,0,70,15,3,0,0,70,5,70,2,0,2,"A lot",,"Rap/Hip hop",Telepathy,Healthy,"Musician or singer",Health
USA,GU,2016,"12        ",Male,16,Right-Handed,172,26,73,2,Car,25,,,Soccer,672,400,700,800,800,1000,26,"Same length",90,91,"Ring finger",March,Fall,No,No,Meat,Water,History,7,10,3,"Yes - broadband connection","In person",120,100,5,0,13,10,14,0,7,1,17,2,0,1,,,,,,,
USA,TX,2013,"12        ",Female,17,Right-Handed,162.5,22,161,1,Car,10,.356,35,Walking/Hiking,1000,1000,1000,1000,900,900,22,"Same length",8,8,"Same length",September,Summer,No,No,Breads/Sandwiches,Water,"Social studies",7,10,4,"Yes - broadband connection","Text messaging",100,100,25,3,7,2,3,0,10,30,10,3,12,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"Education/Youth development"
USA,NY,2013,"8         ",Male,12,Left-Handed,152,22,152,2,Bus,45,0.251,32,"Martial Arts",900,500,900,900,1000,1000,22,"Left foot",65,64,"Index finger",August,Summer,No,No,Meat,Water,"Mathematics and statistics",9,11,4,"Yes - broadband connection","Text messaging",500,400,14,0,6,10,2,2,20,20,14,28,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,"Doctor or nurse",Health
USA,NM,2011,"12        ",Female,19,Right-Handed,156,24,161,2,Car,10,0.609,51,Soccer,500,500,1000,,1000,1000,24,"Same length",94,95,"Ring finger",April,Summer,No,No,Poultry,Juice,English,6,9,3,"Yes - broadband connection","Cell phone",100,100,5,10,,,,,,,,,,,,,,,,,
USA,CA,2016,"12        ",Female,17,Right-Handed,,,,2,Car,20,,,Walking/Hiking,150,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2015,"12        ",Male,17,Left-Handed,183,26,,1,Bus,20,.296,32,"Football (American)",802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2016,"11        ",Male,16,Right-Handed,172,29,186,1,Bus,60,.369,37,Bowling,1000,1000,570,800,450,1000,28,"Right foot",7,7.5,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,Milk,History,7,6,6,"Yes - other","Internet chat or instant messaging",0,0,40,0,5,36,3,56,50,48,56,9,0,3,Some,"Some college","Punk rock","Super strength",Healthy,Friend,"Wildlife, animals"
USA,IL,2015,"6         ",Male,12,Right-Handed,165,26,166,1,Car,5,0.594,40,"Football (American)",0,500,500,500,500,500,24,"Right foot",70,80,"Ring finger",January,Winter,No,No,"No favorite",Water,"Computers and technology",9,7,4,"Yes - other","Internet chat or instant messaging",0,0,20,0,1,10,20,50,0,1,10,1,0,0,,"Graduate degree",Classical,Invisibility,Happy,Relative,Health
USA,SC,2016,"11        ",Male,16,Right-Handed,168,25,171,2,Car,10,.379,41,Golf,999,850,1,2,999,999,25,"Same length",70,72,"Ring finger",April,Fall,No,No,Meat,Water,"Mathematics and statistics",9,12,5,"Yes - broadband connection","Text messaging",5,5,6,4,7,10,7,2,4,4,4,6,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Business person","International aid"
USA,TX,2016,"12        ",Female,16,Right-Handed,163,24.5,165,1,Car,10,.785,59,Athletics,169,25,248,563,720,985,25,"Right foot",80,65,"Index finger",June,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,8,5,,"Yes - broadband connection","Text messaging",200,200,5,0,1,1,5,0,8,5,1,1,16,1,"A lot","Graduate degree",Pop,Fly,Rich,"Doctor or nurse",Health
USA,SD,2015,"10        ",Male,17,Right-Handed,5.4,49,5,2,Car,20,0.424,120,Tennis,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,HI,2013,"12        ",Male,16,Right-Handed,180,28,183,1,Bus,50,0.725,43,Other,600,650,600,650,800,850,28,"Same length",80,80,"Same length",December,Winter,Yes,No,Meat,Water,English,7,6,6,"Yes - broadband connection","Text messaging",40,45,10,10,10,10,10,10,10,10,10,10,10,10,"A lot","Graduate degree",Other,Fly,Happy,"Sports person",Religious
USA,NJ,2016,"12        ",Male,18,Right-Handed,180,25,178.5,1,Car,10,.389,52,"Football (American)",850,547,920,642,225,364,26,"Left foot",70,70,"Same length",January,Summer,No,No,Meat,Water,"Mathematics and statistics",8,8,5,"Yes - other","Text messaging",100,200,14,2,0,10,6,4,5,6,2,1,16,4,None,"Graduate degree",,"Freeze time",Happy,"Business person","International aid"
USA,PA,2017,"12        ",Male,17,Right-Handed,178.5,26.5,181.5,3,Bus,10,.39,50,Soccer,289,412,701,262,155,834,26,"Right foot",82,85,"Ring finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",7,9,6,"Yes - broadband connection","Text messaging",200,250,4,1,6,4,7,3,9,5,30,5,0,2,Some,"Some college",Other,Telepathy,Healthy,"Coach or club leader",Health
USA,IA,2017,"7         ",Female,12,Right-Handed,161,23,155,1,Bus,30,.48,28,Baseball/Softball,500,800,250,200,150,750,23,"Right foot",6.5,7.5,"Ring finger",August,Spring,No,No,Meat,"Soft drink (caffeinated)",Music,6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,1,12,.5,72,7,0,12,14,96,5,2,9,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,CA,2018,"7         ",Female,13,Right-Handed,154.9,,154.9,1.5,Car,5,1.422,47,Swimming,791,872,909,631,556,786,,,3.576,,,February,Summer,No,No,"Rice/Noodle dishes",Water,Art,9,7,5,"Yes - other","Internet chat or instant messaging",25,40,18,3.5,5,10,0,8,15,9,24,2,0,0.5,"A lot","Graduate degree",Other,Invisibility,Happy,Other,"Wildlife, animals"
USA,MI,2012,"12        ",Female,17,Right-Handed,158,21,145,1,Car,14,.391,32,Dancing,100,500,400,200,900,1000,20,"Right foot",7.1,7,"Index finger",April,Fall,No,No,"Rice/Noodle dishes",Coffee,History,7,6,4,"Yes - broadband connection","Cell phone",200,100,5,3,3,2,16,0,1,1,5,2,12,2,Some,"Graduate degree",Country,Invisibility,Famous,"Musician or singer",Health
USA,VA,2017,"12        ",Male,17,Right-Handed,203,30,197,2,Car,15,.25,36,Other,700,750,400,850,900,900,30,"Same length",41,45,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,Milk,"Mathematics and statistics",7,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",70,70,10,1,8,5,12,15,5,3,5,2,0,2,"Very little","Graduate degree",Techno/Electronic,Fly,Happy,"Doctor or nurse","Education/Youth development"
USA,CA,2018,"11        ",Male,17,Right-Handed,175,26,174,2,Car,30,0.316,42,Soccer,900,850,800,900,950,1000,27,"Left foot",,90,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",6,8,3,"Yes - broadband connection","Internet chat or instant messaging",50,90,30,1,10,5,20,5,30,20,50,0,0,10,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"International aid"
USA,GA,2018,"9         ",Male,14,Right-Handed,175,28.25,177.8,2,Car,10,0.211,37,Basketball,700,500,750,800,890,750,28,"Right foot",7.5,8,"Ring finger",July,Winter,No,No,Poultry,Water,Music,3.5,3,3,"Yes - broadband connection","Text messaging",20,40,2,8,5,9,6,9,4,3,7,3,2,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Musician or singer","Education/Youth development"
USA,IL,2016,"9         ",Male,15,Right-Handed,172,24,165,1,Car,12,.61,36,None,1000,736,632,538,1000,1000,24,"Same length",75,80,"Ring finger",December,Summer,No,No,Desserts,Milk,Music,5,9,4,"Yes - broadband connection",Other,16,11,0,0,35,7,0,21,3,13,85,0,0,0,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,Other,Environment
USA,CT,2016,"10        ",Female,15,Right-Handed,168,25,158,1,Bus,25,.37,39,Walking/Hiking,800,800,700,700,900,1000,25,"Same length",7,7.4,"Ring finger",August,Fall,No,No,Fruit,Water,History,6,10,3,"Yes - broadband connection","Text messaging",200,200,3,1,10,5,2,1,9,12,20,9,3,3,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,IN,2018,"7         ",Female,12,Right-Handed,1.68,23,1.66,1,Car,15,0.469,41,Walking/Hiking,0,0,0,25,500,500,23,"Left foot",85,93,"Ring finger",April,Summer,No,No,Meat,Water,Art,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,95,15,7,16,17,1,90,99,90,80,0,20,Some,"Some college","Rap/Hip hop",Telepathy,Famous,Friend,"Wildlife, animals"
USA,IN,2017,"12        ",Male,18,Right-Handed,185,28,177,1,Car,3,,,Running/Jogging,800,900,700,750,900,900,27,"Right foot",90,80,"Index finger",April,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",English,7,5,2,"Yes - broadband connection","Text messaging",40,50,15,1,2,4,0,18,15,8,10,2,0,3,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Musician or singer","International aid"
USA,PA,2017,"6         ",Female,12,Right-Handed,"134 ",19,132,2,Bus,15,0.507,67,Dancing,1000,500,500,400,0,0,20,"Left foot",60,50,"Index finger",January,Summer,Yes,No,Meat,Juice,,11,10,4,"Yes - other","Text messaging",10,20,56,3,7,70,15,6,10,8,10,20,30,40,Some,"Graduate degree",Country,Invisibility,Healthy,Teacher,Health
USA,FL,2012,"12        ",Male,18,Ambidextrous,152,25,171,1,Car,10,.26,,Tennis,200,150,400,350,789,983,26,"Left foot",80,93,"Ring finger",May,Fall,Yes,No,Meat,Water,English,6,9,2,"Yes - broadband connection","Text messaging",32,30,10,.25,4,6,4,12,4,2,8,10,0,4,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person",Health
USA,PA,2015,"6         ",Female,12,Right-Handed,137,22,60,1,Car,5,.451,51,Dancing,385,1000,535,925,0,561,23,"Left foot",40,40,"Same length",August,Summer,No,No,Seafood,"Soft drink (caffeinated)",Science,2,0,6,"Yes - broadband connection","Text messaging",30,20,0,3,1,5,3,0,2,6,3,0,0,2,Some,"Some college","Rap/Hip hop",Invisibility,Healthy,,"Wildlife, animals"
USA,PA,2012,"12        ",Male,18,,173,26.2,170,1,Car,40,.315,35,Soccer,850,791,727,727,818,1000,26.4,"Same length",106,116,"Ring finger",March,Winter,Yes,No,Soups,Water,History,6,8,6,"Yes - dial-up connection","In person",50,52,10,1,22,4,14,0,1,2,5,4,0,1,"A lot","Undergraduate degree",Jazz,"Freeze time",Happy,"Religious figure",Religious
USA,NJ,2011,"12        ",Male,17,Right-Handed,180,26,186.6,1,Car,3,.28,39,"Hockey (Ice)",300,300,300,,300,300,26,"Same length",95,85,"Index finger",October,Fall,,Yes,Poultry,Water,Other,8,11,5,"Yes - broadband connection",,30,30,60,2,1,10,30,0,15,1,20,20,0,7,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Religious
USA,OK,2017,"12        ",Female,17,Left-Handed,"174 ",26,176,1,Bus,9,.305,31,Other,700,300,500,900,1000,1000,25,"Right foot",82,87,"Ring finger",February,Winter,Yes,No,Pizza/Pasta,Water,History,5,7,4,"Yes - broadband connection","Internet chat or instant messaging",20,32,10,2,5,3,25,1,50,4,72,3,20,3,"A lot","Graduate degree",Other,Invisibility,Happy,"Musician or singer","Arts, culture, sports"
USA,TX,2019,"12        ",Male,17,Ambidextrous,186,25,189,1,Bicycle,"7 ",.299,59,"Football (American)",1000,1000,0,0,150,1000,25,"Same length",89,81,"Index finger",July,Fall,Yes,No,Meat,Tea,"Social studies",4,8,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,100,20,5,2,10,100,20,1,1,1,1,20,1,"A lot","Graduate degree",Reggae,"Freeze time",Rich,Actor,Health
USA,NY,2016,"6         ",Male,11,Right-Handed,162,23,162,1,Bus,30,0.322,34,Bowling,947,861,914,968,615,668,23,"Same length",80,60,"Index finger",December,Summer,Yes,No,Seafood,Water,"Mathematics and statistics",9,10,5,"Yes - broadband connection","In person",0,0,15,1,7,15,10,11,5,0,6,11,0,17,"Very little","Graduate degree",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,IA,2016,"7         ",Male,12,Ambidextrous,167,30,170,2,Bus,15,0.36,74,"Hockey (Field)",615,676,807,578,59,43,29,"Right foot",100,90,"Index finger",May,Summer,No,No,Meat,"Sports drink",,8,5,8,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,2,78,3,0,32,140,2,20,10,5,8,0,50,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,MA,2014,"8         ",Female,13,Right-Handed,160,21,148,1,Car,5,0.292,34,Soccer,807,930,898,668,957,1000,22,"Left foot",15,13,"Index finger",November,Summer,Yes,No,"No favorite",Water,Art,8,6,4,"Yes - broadband connection","Text messaging",15,20,4,1,10,5,12,1,4,6,3,3,0,2,,,,,,,
USA,CA,2018,"12        ",Female,16,Right-Handed,149.8,19,150,2,Car,34,0.415,40,Other,1000,1000,503,439,604,888,20,"Left foot",7.2,7.3,"Ring finger",November,Winter,No,No,Soups,Water,English,6,9,5,"Yes - dial-up connection","Text messaging",37,25,5,1,3,1,0,0,6,5,3,1,0,3,Some,"Graduate degree",Pop,"Freeze time",Famous,Teacher,"Wildlife, animals"
USA,CA,2018,"12        ",Female,17,Right-Handed,175,24.6,172,1,Car,6,0.496,43,Other,775,567,684,690,781,888,,"Same length",,,,January,Winter,No,No,"No favorite",Water,Languages,6,6,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",8,6,50,3,25,15,25,0,8,7,5,0,5,2,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer",Other
USA,OH,2015,"8         ",Female,14,Right-Handed,166,25,169,1,Car,4,.443,46,Basketball,500,100,1000,1000,50,200,25,"Same length",85,95,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,"9.5 ",3,"Yes - broadband connection","Text messaging",25,75,24,.25,1,27,3,0,20,10,1,16,1,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,CA,2016,"12        ",Male,17,Right-Handed,186,28,187,1,Car,22,.315,42,Baseball/Softball,700,650,900,250,850,850,26,"Right foot",100,103,"Ring finger",,Summer,No,Yes,Breads/Sandwiches,Water,"Mathematics and statistics",7,8,3,"Yes - broadband connection","Text messaging",90,95,10,1,10,0,3,1,7,10,10,0,0,0,Some,"Graduate degree",Reggae,Fly,Happy,Actor,"International aid"
USA,TN,2018,"12        ",Female,17,Right-Handed,163,23,162,1,Car,8,.451,51,Other,1000,1000,1000,1000,900,900,23,"Same length",130,140,"Ring finger",December,Fall,Yes,No,Desserts,Water,Other,8,11,4,"Yes - broadband connection","Text messaging",50,50,5,0,6,1,0,0,15,15,35,6,20,2,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,WI,2013,"8         ",Male,13,Right-Handed,149,22,140,1,Bus,40,.291,45,Skateboarding/Rollerblading,6,7,10,10,8,9,22,"Same length",70,74,"Ring finger",August,Fall,No,No,Desserts,Water,Science,8,9,4,"Yes - broadband connection","Text messaging",22,21,21,4,1,25,20,5,16,16,17,8,20,18,"Very little","Graduate degree","Rap/Hip hop","Super strength",Healthy,"Sports person","International aid"
USA,TN,2014,"6         ",Female,27,Right-Handed,175.3,25.4,175.3,1,Car,20,.733,49,Dancing,957,802,524,829,305,845,25.4,"Same length",6.35,5.08,"Index finger",September,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,5,9,3,"Yes - other","Cell phone",0,0,0,8,10,40,3,3,3,1,1,4,20,40,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Relative,Health
USA,OH,2016,"12        ",Male,24,Right-Handed,182,30,187,1,Car,15,.403,36,Walking/Hiking,200,300,200,400,1000,1000,30,"Same length",50,52,"Ring finger",April,Fall,No,No,Seafood,Water,Music,6.5,7.5,1,"Yes - other","Text messaging",10,15,2,0,2,0,1,0,3,1,10,10,40,8,"Very little","Graduate degree",Jazz,Telepathy,Healthy,"Coach or club leader",Health
USA,DE,2014,"12        ",Male,17,Ambidextrous,181,30.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,IN,2017,"12        ",Female,17,Right-Handed,168,24,168,2,Car,25,0.475,29,Dancing,679,733,513,904,342,348,23,"Right foot",75,65,"Index finger",December,Fall,No,No,Pizza/Pasta,Water,Science,6,10,6,"Yes - broadband connection","In person",8,7,8,2,50,10,5,1,4,7,40,6,0,3,"A lot","Graduate degree",Jazz,"Freeze time",Happy,Relative,Health
USA,CA,2016,"12        ",Female,17,Right-Handed,162.6,23,154,1,Car,"70 ",.41,43,Dancing,882,882,882,882,631,439,24,"Left foot",80,75,"Index finger",December,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,2,"Yes - broadband connection","Text messaging",100,400,3,4,10,5,18,0,8,20,1,5,0,2,Some,"Undergraduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NC,2017,"12        ",Female,17,Right-Handed,155,23,150,1,Car,21,.818,43,Dancing,600,500,500,500,400,300,24,"Left foot",85,87,"Ring finger",February,Fall,Yes,No,Fruit,Water,Music,5,8,4,"Yes - other","In person",18,20,0,.5,30,4,15,0,2,1,7,0,10,3,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,CA,2018,"12        ",Female,19,Right-Handed,152.4,20.32,157.5,"2  ",Car,12,.429,51,Swimming,1000,900,850,900,900,1000,20.32,"Same length",70,80,"Ring finger",November,Winter,No,No,Meat,Water,English,5,11,3,"Yes - broadband connection","Text messaging",15,20,10,1,5,5,.5,0,5,3,8,0,40,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,Health
USA,CA,2016,"9         ",Female,16,Right-Handed,"5 ",,,2,Car,"12 ",0.792,50,Dancing,80,80,90,,,,,,,,,January,Spring,Yes,No,Meat,"Soft drink (caffeinated)",History,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,120,2,7,5,2,3,0,7,7,4,7,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Teacher,"Wildlife, animals"
USA,WI,2014,"7         ",Male,12,Right-Handed,160,23,165,1,Bus,20,.437,61,"Football (American)",850,497,888,476,775,807,23,"Same length",70,70,"Same length",June,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Social studies",11,10,6,"Yes - dial-up connection",Telephone,0,0,2,1,4,6,3,6,0,0,3,6,0,4,"Very little","Graduate degree",Country,Telepathy,Healthy,"Religious figure",Health
USA,VT,2017,"10        ",Male,17,Ambidextrous,180,28.5,180,1,Walk,1,.396,53,Walking/Hiking,200,200,200,150,100,100,26.8,"Left foot",110,90,"Index finger",March,Winter,No,No,Meat,Coffee,"Social studies",9,11,4,"Yes - broadband connection","Text messaging",15,10,15,0,5,5,10,9,20,0,12,0,18,9,Some,"Some college",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,FL,2018,"10        ",Female,15,Right-Handed,61,22.8,61,1,Car,10,0.433,30,Soccer,10,15,20,30,40,50,22.8,"Same length",22,20,"Index finger",May,Fall,Yes,No,Seafood,Water,English,5,4,5,"Yes - broadband connection","Text messaging",20,30,30,5,2,3,8,1,2,3,3,3,0,4,Some,"Graduate degree",Pop,Telepathy,Healthy,"Sports person","International aid"
USA,GU,2014,"9         ",Male,15,Right-Handed,175,23,164,1,Bus,15,1.059,78,Other,700,850,900,700,1000,1000,23,"Same length",95,100,"Same length",February,Fall,No,No,"Rice/Noodle dishes",Juice,"Physical education",,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2018,"4         ",Female,9,Ambidextrous,141,138,133,2,Car,5,9.747,62,Dancing,700,600,900,900,1000,1000,22,"Left foot",70,68,"Index finger",January,Winter,No,Yes,"Rice/Noodle dishes",Water,"Computers and technology",10,8,4,"Yes - other",Other,0,0,14,0,19,3,3,0,5,0,20,0,2,3,Some,"Undergraduate degree",Pop,Telepathy,Healthy,"Doctor or nurse",Health
USA,MA,2016,"8         ",Female,14,Right-Handed,162,22,162,2,Bus,"15 ",0.564,38,Soccer,535,1000,321,332,535,545,22,"Left foot",,6.5,"Same length",October,Summer,Yes,No,Pizza/Pasta,Water,History,7,10,4,"Yes - broadband connection","Text messaging",200,400,1,8,8,2,0,0,7,10,2,0,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,OH,2018,"8         ",Female,14,Right-Handed,170,64.5,170,2,Bus,10,.374,27,Swimming,476,1000,717,364,0,529,64.5,"Same length",11.3,11.4,"Ring finger",November,Summer,Yes,No,"No favorite",Water,Science,8,10,3,"Yes - other","Text messaging",100,90,12,15,6,8,20,8,24,18,24,0,0,18,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,PA,2019,"11        ",Male,17,Right-Handed,173,26.5,150,1,Car,3,.35,25,Baseball/Softball,0,0,0,0,0,500,26.5,"Same length",70,72,"Ring finger",September,Summer,Yes,No,Meat,"Sports drink","Mathematics and statistics",7.5,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,15,50,1,5,10,10,2,10,1,5,2,0,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Religious
USA,WI,2014,"12        ",Female,17,Right-Handed,165,23,169,1,Car,6,0.465,56,Tennis,400,500,400,450,1000,1000,23,"Same length",7.2,7.4,"Ring finger",September,Fall,No,No,Pizza/Pasta,"Powdered drink","Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",40,50,10,1,10,3,20,0,3,4,2,10,10,1,"A lot","Graduate degree",Techno/Electronic,Telepathy,Healthy,"Coach or club leader","International aid"
USA,CO,2019,"12        ",Male,17,Right-Handed,173,25,60,1,Car,5,.799,55,None,800,700,600,800,600,400,25.4,"Left foot",30,26,"Index finger",February,Fall,No,No,Poultry,Water,History,7,5,4,"Yes - broadband connection","Internet chat or instant messaging",3,0,6,1,7,4,0,6,1,1,9,1,0,2,"A lot","Graduate degree",Other,"Freeze time",Healthy,Friend,"Wildlife, animals"
USA,MI,2019,"9         ",Female,15,Right-Handed,165.1,24,169,1,Car,45,,,"Hockey (Ice)",989,900,40,500,800,999,25,"Left foot",70,70,"Same length",January,Fall,Yes,No,"No favorite",Water,History,7,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,5,0,4,140,12,6,17,9,110,20,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,MI,2013,"11        ",Female,16,Right-Handed,171,24,170,1,Car,10,.292,39,Basketball,500,500,700,700,1000,1000,24,"Same length",80,80,"Same length",December,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",6.5,4,4,"Yes - broadband connection","Text messaging",50,70,24,3,15,30,25,0,5,0,10,15,6,7,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,"Education/Youth development"
USA,CO,2016,"7         ",Female,13,Right-Handed,160,7.5,160,2,Car,5,.809,47,Dancing,500,700,500,700,999,900,7.5,"Same length",8,7,"Ring finger",December,Winter,Yes,No,Pizza/Pasta,Tea,Science,6,9,5,"Yes - other","Text messaging",150,150,45,1,5,2,12,40,40,40,40,2,0,1,Some,"Graduate degree",Other,Fly,Famous,"Musician or singer",Health
USA,GA,2013,"12        ",Male,18,Right-Handed,170,24,167,1,Car,20,.554,60,Soccer,700,700,700,700,900,333,24,"Same length",951,1030,"Ring finger",October,Fall,Yes,No,Meat,Juice,Art,5,3,3,"Yes - other","In person",5,7,10,2,12,1,0,0,1,2,12,10,0,3,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,"Education/Youth development"
